DateTime,AddedIPs,RemovedIPs
1520565645,16,7
1520567691,80,5
1520569696,75,3
1520571497,49,3
1520573325,3,1
1520575312,4,6
1520577188,5,0
1520579137,7,5
1520580991,5,2
1520582978,7,2
1520584825,11,0
1520587069,1,5
1520588926,4,6
1520590893,6,14
1520592790,0,4
1520594787,7,4
1520596625,16,4
1520598595,25,3
1520600514,3,4
1520602723,4,6
1520604749,5,6
1520606678,7,9
1520608581,12,7
1520610506,3,8
1520612424,8,4
1520614345,7,6
1520616274,7,9
1520618195,4,6
1520620103,10,5
1520622076,53,6
1520623953,66,2
1520625878,69,6
1520627783,25,9
1520629860,11,8
1520631873,6,4
1520633674,4,6
1520635553,3,3
1520637442,18,7
1520639437,5,4
1520641280,3,4
1520643155,3,103
1520645143,8,7
1520647329,4,6
1520649283,11,10
1520651305,6,5
1520653210,1,39
1520655434,3,77
1520657307,1,57
1520659259,3,18
1520661156,11,3
1520663079,8,7
1520664992,5,10
1520666926,3,6
1520668887,6,5
1520670779,5,14
1520672665,1,2
1520674622,4,3
1520676517,5,5
1520678446,5,2
1520680365,6,5
1520682308,5,9
1520684198,7,11
1520686145,7,14
1520688190,7,2
1520689991,4,5
1520691876,10,6
1520693802,4,6
1520695707,3,8
1520697699,6,6
1520699547,9,8
1520701497,11,4
1520703661,9,5
1520705545,9,8
1520707483,10,22
1520709387,21,75
1520711309,53,82
1520713220,57,61
1520715181,62,16
1520717062,19,5
1520718887,5,6
1520720697,26,7
1520722636,11,4
1520724845,3,14
1520726918,2,6
1520728811,1,3
1520730991,14,7
1520733012,4,7
1520734825,14,9
1520736999,6,5
1520738911,3,6
1520740880,4,3
1520742751,7,2
1520744702,1,6
1520746586,19,7
1520748513,12,9
1520750668,5,8
1520752585,5,2
1520754504,5,7
1520756419,8,6
1520758355,7,2
1520760258,2,2
1520762176,5,4
1520764108,5,8
1520766110,3,3
1520768192,4,7
1520770125,7,7
1520772024,13,9
1520773963,6,6
1520776229,1,5
1520778276,10,11
1520780200,5,6
1520782103,12,4
1520784129,6,8
1520785969,7,10
1520787950,5,10
1520789794,2,7
1520791732,6,8
1520793871,11,11
1520796042,4,23
1520797943,3,54
1520799891,2,60
1520801789,4,64
1520803739,6,17
1520805672,9,12
1520807558,4,24
1520809475,5,5
1520811634,15,2
1520813560,10,4
1520815476,6,0
1520817403,6,15
1520819326,3,2
1520821253,6,21
1520823160,35,6
1520825085,12,3
1520827005,6,6
1520828928,1,4
1520830886,2,1
1520832764,0,17
1520834668,4,20
1520836599,3,4
1520838500,4,5
1520840456,0,4
1520842349,3,7
1520844522,4,8
1520846440,15,1
1520848373,11,4
1520850285,9,6
1520852203,4,3
1520854099,11,3
1520856079,10,4
1520857954,5,14
1520859875,3,10
1520861797,10,3
1520863721,8,6
1520865639,3,8
1520867795,7,7
1520869714,4,15
1520871649,2,6
1520873782,6,6
1520876650,15,9
1520878741,9,5
1520880748,8,10
1520882677,3,6
1520884580,7,2
1520887858,8,4
1520889874,7,5
1520892101,10,9
1520893962,2,1
1520896153,4,4
1520898015,9,13
1520900192,4,10
1520902101,17,8
1520904017,7,5
1520905967,54,3
1520908008,67,8
1520910096,67,28
1520911937,14,5
1520914118,25,5
1520916026,4,3
1520917957,7,3
1520919874,9,2
1520921784,3,4
1520923712,4,2
1520925626,4,4
1520927571,2,1
1520929494,3,7
1520931383,4,3
1520933301,2,15
1520935294,4,13
1520937150,12,6
1520939078,51,6
1520941000,46,11
1520942907,41,6
1520944827,15,4
1520946749,7,7
1520948688,5,7
1520950596,7,6
1520952520,6,6
1520954423,3,4
1520956339,3,4
1520958268,8,3
1520960210,5,9
1520962107,4,9
1520964072,6,4
1520966032,8,6
1520968128,7,6
1520970269,4,7
1520972431,3,8
1520974357,11,6
1520976273,9,6
1520978181,4,5
1520980095,9,2
1520982127,6,5
1520983966,17,3
1520985874,46,8
1520987778,62,13
1520989714,67,7
1520991617,36,20
1520993550,14,40
1520995458,6,40
1520997385,5,35
1520999298,35,19
1521001225,33,12
1521003155,34,3
1521005065,5,7
1521006975,3,2
1521008903,8,2
1521010892,6,3
1521012762,11,3
1521014667,7,3
1521016606,4,5
1521018523,5,5
1521020439,9,4
1521022358,8,1
1521024525,11,32
1521026436,12,46
1521028346,7,43
1521030264,4,31
1521032356,4,17
1521034335,3,6
1521036181,8,5
1521038172,44,6
1521039982,18,4
1521041795,29,2
1521043624,31,4
1521045474,51,12
1521047485,8,5
1521049454,7,3
1521051270,12,8
1521053307,8,6
1521055111,2,4
1521056984,7,3
1521058920,10,2
1521060759,7,8
1521062824,6,8
1521064889,2,7
1521066738,7,5
1521068541,9,6
1521071084,4,31
1521072983,3,43
1521074857,7,72
1521076815,6,63
1521078743,5,43
1521080692,7,9
1521082560,8,3
1521084498,0,10
1521086361,4,54
1521088335,2,50
1521090239,4,33
1521092175,3,4
1521094110,4,5
1521096011,3,8
1521097859,8,8
1521099857,2,7
1521101670,5,5
1521103477,2,7
1521105476,6,5
1521107554,8,13
1521109460,38,6
1521111387,46,8
1521113293,54,13
1521116512,58,9
1521118595,6,3
1521120961,6,5
1521122929,5,21
1521125007,3,47
1521127229,14,27
1521129174,8,33
1521131071,12,53
1521133320,8,26
1521135155,13,6
1521137105,11,7
1521138990,18,4
1521140916,27,8
1521142822,10,5
1521144747,13,8
1521146672,52,7
1521148593,9,9
1521150503,15,2
1521152431,10,6
1521154352,20,4
1521156429,8,8
1521158557,5,5
1521160634,12,4
1521162683,9,5
1521164991,8,6
1521166828,2,6
1521168791,9,7
1521170659,9,1
1521172639,6,4
1521174497,6,3
1521176529,6,3
1521178354,5,4
1521180298,5,5
1521182186,5,2
1521184175,5,8
1521186020,8,3
1521187994,16,6
1521189872,1,4
1521191821,4,6
1521193703,12,3
1521195700,3,35
1521197548,4,42
1521199473,3,55
1521201477,5,52
1521203322,4,24
1521205279,8,8
1521207151,7,3
1521209061,1,1
1521210991,2,6
1521212897,5,10
1521215071,8,10
1521216989,6,11
1521218910,6,8
1521220831,5,9
1521222755,13,14
1521224675,16,17
1521226592,15,25
1521228509,22,19
1521230492,46,11
1521232358,41,27
1521234279,4,36
1521236199,3,11
1521238126,5,12
1521240028,5,11
1521241902,5,16
1521243853,9,5
1521245685,8,6
1521247492,1,13
1521249435,0,4
1521251317,0,6
1521253438,10,4
1521255372,7,10
1521257358,5,8
1521259322,5,5
1521261303,3,9
1521263292,3,7
1521265095,3,6
1521266923,4,0
1521268873,3,7
1521270755,5,4
1521272735,5,13
1521274576,8,16
1521276558,5,4
1521278431,2,4
1521280390,6,10
1521282270,2,6
1521284268,3,4
1521286094,5,3
1521288130,3,4
1521289961,4,5
1521291987,5,6
1521293793,7,5
1521295829,4,1
1521297635,6,2
1521299693,6,6
1521301587,2,5
1521303519,5,4
1521305427,3,7
1521307355,11,6
1521309282,5,11
1521311188,0,14
1521313115,2,11
1521315039,8,27
1521316972,12,44
1521318887,4,45
1521320922,4,3
1521323064,4,4
1521325004,3,5
1521326944,7,6
1521328890,2,10
1521330748,9,12
1521332657,4,7
1521334572,4,0
1521336491,0,2
1521338486,16,6
1521340334,10,5
1521342271,2,3
1521344427,13,8
1521346348,6,3
1521348286,3,3
1521350185,2,5
1521352101,2,2
1521354018,5,4
1521356073,6,6
1521358363,9,4
1521360268,18,10
1521362195,18,2
1521364122,16,3
1521366040,4,8
1521367946,16,2
1521369870,6,2
1521371788,27,4
1521373697,44,4
1521375632,68,3
1521377575,76,9
1521379472,93,6
1521381376,77,4
1521383308,70,6
1521385277,45,7
1521387146,5,5
1521389071,12,3
